id,ssn,admitTime,gender,firstTime,weight,age
820,501-94-9344,2013-14-17T19:44:28.998,Male,No,168,31
821,208-07-9966,2013-18-17T19:44:28.99888,Male,No,139,31
822,587-12-9880,2013-17-17T19:44:28.998,Male,Yes,132,35
823,627-24-7519,2013-12-17T19:44:28.99,Female,Yes,168,24
824,326-80-9833,2013-22-17T19:44:28.998,Male,Yes,156,26
825,486-33-5444,2013-16-17T19:44:28.998,Male,No,166,41
826,156-82-5248,2013-17-17T19:44:28.998,Male,No,194,54
827,504-06-4927,2013-22-17T19:44:28.998,Male,No,151,59
828,830-03-6026,2013-12-17T19:44:28.99,Female,No,167,49
829,128-75-8980,2013-09-17T19:44:28.998,Male,Yes,183,37
830,501-83-5695,2013-09-17T19:44:28.998,Female,Yes,189,22
831,449-81-0727,2013-12-17T19:44:28.99,Female,Yes,138,21
832,746-18-0749,2013-09-17T19:44:28.998,Female,No,194,34
833,782-20-1552,2013-10-17T19:44:28.998,Female,No,165,38
834,881-46-3356,2013-03-17T19:44:28.998,Female,No,219,54
835,623-69-4630,2013-12-17T19:44:28.99,Female,Yes,217,35
836,844-14-6472,2013-03-17T19:44:28.998,Female,No,147,21
837,373-89-2898,2013-15-17T19:44:28.998,Male,No,151,60
838,447-03-0214,2013-13-17T19:44:28.998,Male,No,172,41
839,442-01-6550,2013-22-17T19:44:28.998,Male,No,213,33
840,312-19-1589,2013-11-17T19:44:28.998,Female,No,183,43
841,745-64-1825,2013-03-17T19:44:28.998,Male,No,181,34
842,958-80-8384,2013-09-17T19:44:28.998,Female,No,194,36
843,454-02-5000,2013-11-17T19:44:28.998,Female,Yes,171,27
844,709-38-7367,2013-13-17T19:44:28.998,Male,Yes,204,58
845,560-78-4723,2013-15-17T19:44:28.998,Female,Yes,180,42
846,719-62-6239,2013-13-17T19:44:28.998,Female,No,137,56
847,484-02-6874,2013-15-17T19:44:28.998,Male,No,213,49
848,504-23-3496,2013-16-17T19:44:28.998,Female,No,217,58
849,262-20-8259,2013-03-17T19:44:28.998,Male,No,152,34
850,970-40-8737,2013-17-17T19:44:28.998,Male,No,199,23
851,335-29-4069,2013-11-17T19:44:28.998,Male,Yes,144,27
852,484-31-4533,2013-13-17T19:44:28.998,Female,Yes,148,55
853,816-62-9520,2013-12-17T19:44:28.99,Female,Yes,155,43
854,517-13-8734,2013-03-17T19:44:28.998,Male,Yes,125,53
855,341-72-2643,2013-16-17T19:44:28.998,Female,No,165,25
856,110-47-6398,2013-11-17T19:44:28.998,Female,No,200,40
857,203-99-2361,2013-11-17T19:44:28.998,Male,No,126,58
858,885-62-0583,2013-18-17T19:44:28.99888,Male,No,138,25
859,642-05-9273,2013-03-17T19:44:28.99,Female,Yes,153,40
860,300-37-3180,2013-17-17T19:44:28.998,Male,No,176,41
861,338-52-0842,2013-17-17T19:44:28.998,Female,Yes,189,45
862,252-84-3201,2013-12-17T19:44:28.99,Male,No,126,29
863,142-24-4292,2013-12-17T19:44:28.99,Female,No,160,29
864,292-65-0908,2013-01-17T12:44:28.998,Male,No,153,49
865,579-58-3149,2013-22-17T19:44:28.998,Male,Yes,125,58
866,378-23-0379,2013-01-17T12:44:28.998,Male,Yes,202,37
867,901-88-2605,2013-10-17T19:44:28.998,Female,No,223,52
868,980-65-4240,2013-13-17T19:44:28.998,Male,No,203,22
869,945-87-8998,2013-22-17T19:44:28.998,Female,No,204,22
870,962-35-1284,2013-14-17T19:44:28.998,Female,No,178,23
871,393-13-7572,2013-17-17T19:44:28.998,Male,No,225,44
872,155-53-7191,2013-17-17T19:44:28.998,Female,No,148,28
873,914-09-3564,2013-22-17T19:44:28.998,Female,Yes,185,54
874,305-58-7930,2013-15-17T19:44:28.998,Female,No,130,28
875,868-48-1981,2013-15-17T19:44:28.998,Male,Yes,138,39
876,515-78-5351,2013-12-17T19:44:28.99,Female,Yes,199,51
877,135-94-6492,2013-11-17T19:44:28.998,Female,No,202,24
878,528-06-4252,2013-03-17T19:44:28.99,Female,Yes,197,59
879,172-04-9280,2013-18-17T19:44:28.99888,Male,Yes,135,24
880,267-08-9851,2013-11-17T19:44:28.998,Female,Yes,200,48
881,474-64-7284,2013-17-17T19:44:28.998,Female,Yes,201,33
882,132-82-9485,2013-11-17T19:44:28.998,Male,Yes,165,30
883,566-85-0611,2013-14-17T19:44:28.998,Female,Yes,125,30
884,667-10-3893,2013-22-17T19:44:28.998,Male,Yes,134,27
885,792-47-5370,2013-18-17T19:44:28.99888,Male,No,149,58
886,623-21-9556,2013-01-17T12:44:28.998,Male,No,141,35
887,401-85-0485,2013-01-17T12:44:28.998,Male,No,198,27
888,417-28-4349,2013-16-17T19:44:28.998,Male,Yes,170,52
889,757-38-1876,2013-11-17T19:44:28.998,Female,Yes,179,24
890,759-68-2779,2013-22-17T19:44:28.998,Male,Yes,200,46
891,280-10-8133,2013-11-17T19:44:28.998,Male,No,137,30
892,877-57-0839,2013-09-17T19:44:28.998,Male,No,171,55
893,204-79-7455,2013-03-17T19:44:28.99,Male,No,148,22
894,822-17-1252,2013-09-17T19:44:28.998,Female,Yes,127,37
895,370-37-5152,2013-11-17T19:44:28.998,Female,Yes,181,21
896,276-62-1450,2013-11-17T19:44:28.998,Male,Yes,195,46
897,390-82-3186,2013-18-17T19:44:28.99888,Female,No,190,58
898,962-11-4719,2013-18-17T19:44:28.99888,Male,Yes,172,29
899,480-07-8131,2013-10-17T19:44:28.998,Male,Yes,203,56
900,848-12-8812,2013-01-17T12:44:28.998,Female,No,200,57
901,780-62-6839,2013-16-17T19:44:28.998,Male,No,170,44
902,372-16-3903,2013-11-17T19:44:28.998,Female,Yes,177,40
903,774-51-4273,2013-01-17T12:44:28.998,Male,Yes,181,36
904,496-54-9488,2013-22-17T19:44:28.998,Female,No,189,60
905,599-93-5479,2013-03-17T19:44:28.998,Female,Yes,214,34
906,574-74-4199,2013-15-17T19:44:28.998,Female,No,164,29
907,365-52-7945,2013-12-17T19:44:28.99,Male,Yes,154,51
908,793-61-1042,2013-17-17T19:44:28.998,Male,No,212,31
909,717-61-0572,2013-17-17T19:44:28.998,Female,Yes,222,32
910,443-79-6344,2013-12-17T19:44:28.99,Female,Yes,183,40
911,740-96-7207,2013-03-17T19:44:28.998,Male,No,126,50
912,623-92-6031,2013-03-17T19:44:28.998,Female,No,158,35
913,707-27-6316,2013-22-17T19:44:28.998,Female,No,127,57
914,564-97-6402,2013-03-17T19:44:28.99,Male,No,168,44
915,290-11-3180,2013-15-17T19:44:28.998,Male,Yes,209,40
916,310-61-1338,2013-18-17T19:44:28.99888,Male,No,208,38
917,655-81-2041,2013-18-17T19:44:28.99888,Male,No,188,31
918,966-04-0073,2013-11-17T19:44:28.998,Female,No,206,22
919,337-97-1374,2013-13-17T19:44:28.998,Male,Yes,169,56
920,796-15-5341,2013-03-17T19:44:28.998,Female,No,141,29
921,204-44-6038,2013-03-17T19:44:28.99,Female,No,185,23
922,121-42-3170,2013-14-17T19:44:28.998,Female,No,203,29
923,405-27-1765,2013-18-17T19:44:28.99888,Male,Yes,223,43
924,183-43-3996,2013-11-17T19:44:28.998,Male,No,147,49
925,329-12-2297,2013-13-17T19:44:28.998,Female,Yes,155,59
926,117-23-0413,2013-11-17T19:44:28.998,Female,Yes,219,24
927,642-58-1180,2013-11-17T19:44:28.998,Female,Yes,151,31
928,414-79-3830,2013-14-17T19:44:28.998,Male,No,212,58
929,772-74-1483,2013-03-17T19:44:28.998,Female,Yes,149,60
930,757-72-8113,2013-01-17T12:44:28.998,Female,Yes,206,31
931,908-09-9742,2013-01-17T12:44:28.998,Female,No,164,22
932,359-30-9082,2013-03-17T19:44:28.99,Male,Yes,133,45
933,293-91-2127,2013-12-17T19:44:28.99,Male,No,183,42
934,599-70-6932,2013-09-17T19:44:28.998,Male,Yes,194,32
935,288-52-8143,2013-18-17T19:44:28.99888,Female,No,158,50
936,350-99-2110,2013-03-17T19:44:28.998,Male,No,167,40
937,851-09-5293,2013-10-17T19:44:28.998,Female,Yes,202,34
938,953-18-3947,2013-18-17T19:44:28.99888,Female,Yes,177,38
939,241-67-5463,2013-03-17T19:44:28.99,Male,Yes,164,46
940,747-00-7313,2013-14-17T19:44:28.998,Male,Yes,190,23
941,611-22-2561,2013-13-17T19:44:28.998,Female,No,152,37
942,818-96-4321,2013-17-17T19:44:28.998,Male,Yes,173,40
943,860-81-9743,2013-09-17T19:44:28.998,Female,No,222,35
944,752-55-7513,2013-12-17T19:44:28.99,Female,No,137,54
945,417-38-2419,2013-03-17T19:44:28.99,Male,Yes,132,50
946,829-68-5632,2013-17-17T19:44:28.998,Female,Yes,152,37
947,548-81-4097,2013-01-17T12:44:28.998,Female,Yes,217,58
948,593-91-9380,2013-14-17T19:44:28.998,Female,No,200,46
949,198-47-6248,2013-12-17T19:44:28.99,Female,Yes,200,52
950,517-24-3787,2013-14-17T19:44:28.998,Male,Yes,217,29
951,150-73-1813,2013-16-17T19:44:28.998,Female,Yes,174,43
952,760-05-1352,2013-16-17T19:44:28.998,Male,Yes,193,44
953,415-58-5465,2013-18-17T19:44:28.99888,Female,No,169,53
954,508-69-0427,2013-16-17T19:44:28.998,Male,Yes,150,20
955,732-97-2253,2013-13-17T19:44:28.998,Female,Yes,179,23
956,599-50-4950,2013-14-17T19:44:28.998,Female,No,143,49
957,446-96-9719,2013-09-17T19:44:28.998,Female,No,152,26
958,595-65-9365,2013-11-17T19:44:28.998,Male,Yes,157,22
959,651-42-5170,2013-10-17T19:44:28.998,Male,Yes,165,58
960,227-56-3111,2013-18-17T19:44:28.99888,Male,No,135,55
961,495-83-5590,2013-11-17T19:44:28.998,Female,No,161,49
962,401-39-3018,2013-16-17T19:44:28.998,Female,Yes,189,28
963,732-74-8266,2013-11-17T19:44:28.998,Male,Yes,216,32
964,594-04-1845,2013-10-17T19:44:28.998,Male,No,160,47
965,469-39-4796,2013-11-17T19:44:28.998,Male,Yes,143,52
966,731-34-9261,2013-12-17T19:44:28.99,Female,No,130,48
967,461-53-1955,2013-14-17T19:44:28.998,Female,No,130,46
968,449-63-4200,2013-03-17T19:44:28.99,Female,No,158,24
969,115-98-1272,2013-03-17T19:44:28.99,Male,No,137,29
970,793-92-6107,2013-10-17T19:44:28.998,Male,Yes,221,36
971,147-87-2348,2013-11-17T19:44:28.998,Female,Yes,154,37
972,484-46-4312,2013-03-17T19:44:28.99,Female,No,186,54
973,754-08-0995,2013-11-17T19:44:28.998,Male,No,154,29
974,538-31-4133,2013-13-17T19:44:28.998,Female,No,184,44
975,228-37-1495,2013-14-17T19:44:28.998,Female,No,132,33
976,286-23-3323,2013-10-17T19:44:28.998,Male,No,167,31
977,898-68-1029,2013-12-17T19:44:28.99,Female,Yes,219,45
978,502-60-1037,2013-09-17T19:44:28.998,Male,Yes,187,20
979,694-58-4250,2013-17-17T19:44:28.998,Male,Yes,164,22
980,643-04-0043,2013-03-17T19:44:28.99,Female,Yes,187,41
981,209-33-0116,2013-11-17T19:44:28.998,Male,Yes,181,57
982,232-17-5553,2013-15-17T19:44:28.998,Male,No,146,24
983,115-54-7830,2013-17-17T19:44:28.998,Male,No,138,57
984,642-87-2190,2013-14-17T19:44:28.998,Female,Yes,164,31
985,624-81-5515,2013-03-17T19:44:28.998,Male,No,199,42
986,613-98-5123,2013-17-17T19:44:28.998,Female,Yes,219,38
987,395-39-6713,2013-22-17T19:44:28.998,Male,No,169,32
988,617-53-5553,2013-11-17T19:44:28.998,Male,Yes,225,26
989,401-17-7507,2013-03-17T19:44:28.998,Male,No,223,41
990,134-14-3998,2013-11-17T19:44:28.998,Female,Yes,167,27
991,761-44-9688,2013-11-17T19:44:28.998,Male,Yes,127,40
992,466-95-3869,2013-09-17T19:44:28.998,Male,Yes,185,44
993,387-75-8588,2013-03-17T19:44:28.998,Male,Yes,219,56
994,947-30-5740,2013-16-17T19:44:28.998,Male,Yes,219,51
995,841-20-1708,2013-12-17T19:44:28.99,Female,Yes,170,45
996,337-62-4879,2013-03-17T19:44:28.99,Male,Yes,126,21
997,298-57-5134,2013-09-17T19:44:28.998,Female,No,142,33
998,450-22-8428,2013-18-17T19:44:28.99888,Female,No,219,29
999,501-04-4354,2013-22-17T19:44:28.998,Female,Yes,141,49
1000,166-52-5454,2013-10-17T19:44:28.998,Female,Yes,131,43
